first_name,middle_initial,last_name,age,gender,zip,education,2017_gross_income_usd,employment_status
Mary,M,Michaels,59,F,10086,below high school,58443,fitness/sports
Maria,A,Alberts,70,F,10052,college,213939,retired
Xiaohan,R,Mellis,38,M,10129,college,91597,engineering
Hong,C,Stevens,34,F,10118,postgrad,144817,accounting
Hong,Z,Stevens,45,F,10184,postgrad,116770,food preparation
Abel,O,Mellis,56,M,10100,postgrad,91267,management
Natalia,S,Alberts,43,F,10118,college,176814,fitness/sports
Xiaohan,U,Michaels,77,M,10002,below high school,230993,retired
Juan,L,Stevens,63,M,10060,high school,151308,industrial
Michael,U,Mellis,75,M,10121,below high school,159308,retired
Mary,S,Stevens,81,F,10193,some college,170796,retired
Natalia,G,Stevens,69,F,10147,below high school,125955,retired
Xiaohan,M,Kim,97,M,10126,postgrad,90110,retired
Susie,D,Roberts,97,F,10049,some college,115394,retired
Juan,Y,Michaels,85,M,10197,high school,181233,retired
John,V,Kim,48,M,10163,college,140018,unemployed
John,V,Roberts,38,M,10052,below high school,68721,industrial
Maria,Q,Xing,35,F,10151,high school,114591,fitness/sports
Maria,Q,Roberts,45,F,10189,below high school,126132,management
John,Z,Xing,72,M,10018,postgrad,87650,retired
Xiaohan,R,Stevens,62,M,10116,below high school,59380,cleaning
Natalia,C,Suarez,86,F,10178,high school,58764,retired
Xiaohan,H,Michaels,36,M,10164,some college,100504,restaurant and hospitality
Mary,A,Alberts,93,F,10124,college,143221,retired
John,D,Alberts,58,M,10127,below high school,166042,other
Susie,O,Roberts,75,F,10142,some college,125048,retired
Mark,X,Kim,29,M,10147,high school,50731,unemployed
Juan,M,Xing,28,M,10042,below high school,141718,unemployed
Natalia,U,Roberts,61,F,10097,some college,120193,transportation
Susie,Y,Roberts,64,F,10153,high school,145355,cleaning
Mary,I,Xing,41,F,10152,high school,163719,transportation
Juan,E,Xing,53,M,10184,postgrad,198762,fitness/sports
Maria,I,Alberts,30,F,10092,college,234970,other services
Alice,N,Kim,89,F,10098,postgrad,65962,retired
Mark,C,Suarez,68,M,10031,high school,111429,retired
Mary,O,Michaels,75,F,10156,high school,222715,retired
Natalia,T,Mellis,68,F,10126,high school,210755,retired
Natalia,L,Michaels,51,F,10197,high school,115940,accounting
John,Q,Mellis,92,M,10020,some college,180226,retired
Natalia,R,Stevens,39,F,10124,some college,52621,unemployed
Xiaohan,Q,Suarez,63,M,10184,high school,112372,fitness/sports
Natalia,S,Fernandez,38,F,10185,some college,225122,other
John,Q,Alberts,26,M,10035,postgrad,166528,management
Juan,H,Kim,54,M,10047,college,164895,other services
Xiaohan,T,Michaels,92,M,10116,postgrad,196830,retired
Natalia,S,Xing,95,F,10139,below high school,223416,retired
Mark,U,Fernandez,84,M,10144,high school,155323,retired
Susie,V,Alberts,42,F,10194,some college,196227,education
Xiaohan,R,Kim,36,M,10146,postgrad,99544,restaurant and hospitality
Michael,N,Stevens,61,M,10079,postgrad,159045,other services
Hong,T,Suarez,50,F,10109,some college,75765,other
Mary,L,Alberts,85,F,10186,high school,239333,retired
Juan,F,Roberts,60,M,10181,below high school,117413,other services
Alice,H,Xing,72,F,10083,postgrad,178586,retired
Susie,X,Suarez,34,F,10103,postgrad,134128,cleaning
John,M,Mellis,97,M,10134,postgrad,85344,retired
Maria,O,Xing,63,F,10027,college,122155,other
Xiaohan,J,Mellis,28,M,10062,high school,174727,transportation
Juan,Z,Roberts,81,M,10068,high school,244652,retired
John,K,Kim,50,M,10069,some college,64557,transportation
Juan,A,Suarez,95,M,10042,high school,168153,retired
Xiaohan,D,Xing,46,M,10169,postgrad,145884,fitness/sports
Mary,W,Michaels,93,F,10196,postgrad,204586,retired
Michael,B,Michaels,62,M,10015,postgrad,69985,transportation
Maria,P,Michaels,54,F,10073,postgrad,136787,transportation
Natalia,G,Stevens,67,F,10066,college,147995,retired
Xiaohan,V,Mellis,61,M,10124,college,112038,management
Hong,E,Mellis,72,F,10047,college,111672,retired
Susie,G,Roberts,24,F,10069,below high school,83138,other services
Abel,D,Stevens,42,M,10079,some college,155765,food preparation
Juan,L,Stevens,38,M,10196,some college,175607,engineering
Mary,V,Suarez,36,F,10050,below high school,237675,accounting
Susie,L,Alberts,80,F,10188,college,114038,retired
Abel,J,Fernandez,24,M,10116,below high school,154446,accounting
Michael,Y,Mellis,67,M,10104,college,130523,retired
Mary,N,Alberts,22,F,10141,college,99281,cleaning
Mark,L,Suarez,89,M,10149,college,236801,retired
Xiaohan,S,Suarez,30,M,10094,postgrad,164862,restaurant and hospitality
Susie,X,Roberts,35,F,10155,below high school,105531,accounting
John,V,Xing,53,M,10118,below high school,239275,engineering
Alice,A,Alberts,75,F,10108,high school,190605,retired
Susie,Y,Alberts,50,F,10161,college,121312,other
Hong,J,Xing,79,F,10099,high school,220104,retired
Mary,A,Roberts,24,F,10189,high school,125925,cleaning
John,X,Mellis,67,M,10107,below high school,241603,retired
Alice,R,Xing,51,F,10027,postgrad,60930,food preparation
Maria,Q,Mellis,53,F,10060,high school,212934,other
Mark,O,Fernandez,34,M,10045,high school,116844,unemployed
Abel,U,Michaels,80,M,10127,college,99015,retired
Juan,J,Kim,36,M,10012,college,107981,other
Alice,M,Stevens,66,F,10073,college,218210,retired
Mary,L,Alberts,36,F,10087,below high school,136477,cleaning
Xiaohan,B,Suarez,60,M,10097,high school,91533,management
Hong,B,Suarez,89,F,10178,postgrad,210459,retired
Xiaohan,C,Suarez,27,M,10021,postgrad,108227,education
Michael,E,Suarez,40,M,10045,high school,183388,management
Xiaohan,P,Kim,54,M,10066,some college,200818,engineering
Mark,A,Michaels,96,M,10111,postgrad,85539,retired
John,C,Stevens,90,M,10015,below high school,93263,retired
Alice,Y,Xing,62,F,10089,below high school,161650,transportation
Hong,I,Alberts,87,F,10036,postgrad,109908,retired
Mark,L,Xing,76,M,10078,high school,215387,retired
Michael,G,Suarez,53,M,10199,high school,110452,education
Juan,N,Suarez,38,M,10038,college,137197,transportation
Natalia,F,Kim,35,F,10163,some college,99270,management
John,W,Mellis,67,M,10171,college,200411,retired
Natalia,G,Suarez,54,F,10120,below high school,81958,education
Michael,M,Alberts,74,M,10099,below high school,200604,retired
Hong,U,Roberts,26,F,10157,high school,68209,food preparation
Maria,K,Michaels,65,F,10122,postgrad,58454,restaurant and hospitality
Mary,U,Fernandez,28,F,10171,below high school,110923,education
Alice,N,Roberts,27,F,10162,postgrad,94242,fitness/sports
Susie,T,Roberts,37,F,10157,below high school,127815,unemployed
Abel,H,Roberts,50,M,10035,below high school,89571,transportation
Xiaohan,H,Alberts,32,M,10051,below high school,241539,other services
Mark,Q,Mellis,76,M,10195,postgrad,224323,retired
Juan,Y,Kim,30,M,10056,some college,163533,cleaning
Maria,B,Stevens,52,F,10001,postgrad,169841,management
Abel,U,Alberts,23,M,10148,high school,183435,other services
John,A,Roberts,85,M,10111,postgrad,223319,retired
Maria,T,Fernandez,95,F,10034,some college,89137,retired
Michael,U,Suarez,80,M,10068,below high school,220683,retired
Natalia,X,Alberts,65,F,10041,below high school,158907,other services
Susie,R,Kim,59,F,10095,some college,90918,cleaning
Hong,I,Fernandez,54,F,10085,below high school,118684,other
Mary,G,Stevens,64,F,10089,some college,138502,other
John,W,Mellis,38,M,10067,postgrad,95860,engineering
John,Y,Xing,42,M,10085,postgrad,82903,other services
Susie,O,Roberts,31,F,10007,some college,161971,other services
Abel,Q,Suarez,54,M,10001,college,221219,other
Xiaohan,W,Stevens,32,M,10158,postgrad,181865,transportation
Abel,N,Kim,76,M,10172,below high school,76938,retired
Abel,J,Fernandez,40,M,10087,some college,185711,engineering
Maria,P,Xing,90,F,10127,postgrad,88595,retired
Mark,H,Kim,37,M,10032,postgrad,173461,engineering
Mark,M,Roberts,27,M,10001,postgrad,94296,unemployed
Xiaohan,L,Mellis,85,M,10138,postgrad,194790,retired
Alice,X,Xing,96,F,10024,some college,214027,retired
Abel,A,Xing,70,M,10043,some college,187310,retired
Juan,S,Suarez,59,M,10157,some college,127055,cleaning
Juan,R,Kim,96,M,10103,below high school,122187,retired
Abel,E,Xing,46,M,10014,high school,126214,accounting
John,O,Mellis,46,M,10031,some college,180094,accounting
Xiaohan,W,Stevens,64,M,10123,postgrad,177065,other services
Mary,Q,Kim,81,F,10194,high school,194783,retired
John,B,Kim,51,M,10033,high school,91521,transportation
Alice,J,Kim,96,F,10116,postgrad,186507,retired
Michael,G,Kim,52,M,10167,high school,216766,industrial
Abel,U,Stevens,29,M,10139,postgrad,163046,management
Xiaohan,A,Stevens,37,M,10136,high school,146367,food preparation
Michael,W,Stevens,75,M,10095,high school,88032,retired
Mark,R,Stevens,42,M,10073,high school,128026,unemployed
Mary,X,Xing,31,F,10125,below high school,58043,industrial
Michael,A,Mellis,35,M,10106,below high school,106042,industrial
Maria,M,Kim,88,F,10160,below high school,111520,retired
Mary,Z,Fernandez,52,F,10087,college,68224,unemployed
Alice,W,Suarez,30,F,10189,high school,129089,engineering
Michael,W,Roberts,68,M,10075,below high school,215781,retired
Natalia,G,Stevens,73,F,10009,postgrad,165122,retired
Michael,B,Mellis,55,M,10071,postgrad,190827,industrial
Michael,E,Alberts,62,M,10200,below high school,163648,cleaning
Mark,R,Alberts,85,M,10020,some college,69411,retired
Maria,A,Kim,84,F,10103,high school,158809,retired
Xiaohan,A,Stevens,74,M,10170,college,235553,retired
Abel,A,Xing,32,M,10190,some college,165108,unemployed
Mary,N,Suarez,60,F,10043,college,211988,management
Xiaohan,J,Kim,22,M,10077,some college,159431,engineering
Alice,L,Fernandez,43,F,10147,some college,99132,restaurant and hospitality
Natalia,C,Xing,74,F,10040,college,143533,retired
Hong,X,Stevens,32,F,10146,high school,89054,engineering
Alice,J,Xing,22,F,10030,high school,70602,education
Natalia,G,Mellis,63,F,10111,college,193999,management
Abel,C,Xing,32,M,10086,below high school,88718,other services
John,A,Fernandez,80,M,10054,high school,166564,retired
Mark,W,Alberts,67,M,10196,some college,66636,retired
Maria,O,Kim,51,F,10143,college,217263,fitness/sports
Abel,I,Mellis,69,M,10196,high school,213428,retired
Hong,K,Kim,72,F,10069,below high school,124563,retired
Alice,O,Stevens,67,F,10092,some college,77785,retired
Mary,S,Fernandez,67,F,10115,high school,227788,retired
Natalia,Q,Xing,91,F,10111,some college,142580,retired
Hong,A,Stevens,83,F,10005,high school,145268,retired
Michael,S,Stevens,73,M,10149,college,146663,retired
Hong,O,Alberts,80,F,10063,postgrad,76534,retired
Hong,U,Michaels,45,F,10039,postgrad,68922,restaurant and hospitality
Mark,F,Xing,60,M,10188,high school,90045,other services
Hong,A,Stevens,82,F,10193,below high school,64521,retired
Michael,E,Kim,53,M,10131,below high school,144812,restaurant and hospitality
Alice,A,Kim,91,F,10011,college,206424,retired
Natalia,T,Kim,64,F,10047,below high school,86870,transportation
Susie,I,Mellis,37,F,10048,college,191758,engineering
Xiaohan,A,Roberts,24,M,10104,some college,70567,cleaning
Alice,O,Michaels,97,F,10166,postgrad,107760,retired
Abel,T,Alberts,24,M,10060,college,151002,engineering
Maria,X,Michaels,76,F,10185,postgrad,218067,retired
Michael,J,Suarez,69,M,10053,college,200151,retired
Alice,I,Stevens,73,F,10143,some college,123260,retired
Natalia,X,Michaels,59,F,10097,college,233572,accounting
John,L,Stevens,46,M,10128,college,68193,other
Juan,H,Mellis,57,M,10069,below high school,211513,food preparation
Natalia,B,Alberts,87,F,10070,college,183183,retired
Abel,S,Fernandez,88,M,10052,some college,179840,retired
Xiaohan,H,Suarez,90,M,10094,some college,148700,retired
John,D,Roberts,43,M,10078,postgrad,126195,accounting
Maria,X,Suarez,59,F,10166,high school,139890,fitness/sports
Abel,Q,Alberts,97,M,10134,postgrad,94275,retired
Juan,X,Fernandez,34,M,10177,some college,166694,cleaning
Juan,T,Fernandez,63,M,10087,high school,70617,engineering
Maria,Z,Kim,83,F,10076,below high school,180508,retired
Alice,M,Mellis,64,F,10165,below high school,155167,restaurant and hospitality
John,X,Xing,89,M,10102,college,133276,retired
Hong,C,Xing,69,F,10059,below high school,234652,retired
Mary,T,Xing,66,F,10149,college,214257,retired
Susie,N,Stevens,78,F,10093,postgrad,179095,retired
Maria,J,Stevens,70,F,10141,postgrad,155698,retired
Susie,K,Roberts,63,F,10077,some college,178680,food preparation
Maria,Q,Roberts,49,F,10015,below high school,185897,engineering
Xiaohan,A,Alberts,90,M,10112,some college,157403,retired
Juan,F,Kim,42,M,10171,high school,125472,unemployed
Michael,A,Kim,64,M,10155,high school,92032,engineering
Alice,M,Kim,54,F,10041,some college,222401,education
Juan,O,Fernandez,27,M,10163,below high school,66249,education
Mark,X,Stevens,92,M,10011,below high school,147847,retired
Alice,O,Mellis,50,F,10096,some college,76179,transportation
Susie,F,Stevens,70,F,10050,some college,138464,retired
Hong,K,Roberts,63,F,10131,below high school,172137,other services
Susie,R,Fernandez,72,F,10050,postgrad,166976,retired
Michael,B,Fernandez,25,M,10092,high school,96758,cleaning
Mary,A,Xing,41,F,10054,postgrad,106360,engineering
Alice,B,Suarez,45,F,10186,below high school,86378,accounting
Abel,R,Stevens,28,M,10121,college,149816,cleaning
Michael,W,Roberts,36,M,10032,high school,195094,engineering
John,Y,Mellis,67,M,10110,postgrad,82269,retired
Abel,C,Alberts,58,M,10001,postgrad,210647,industrial
Natalia,U,Xing,77,F,10189,college,221712,retired
Susie,L,Alberts,79,F,10147,below high school,163635,retired
Natalia,H,Kim,31,F,10045,some college,134726,transportation
Mark,G,Fernandez,36,M,10161,below high school,82802,education
Natalia,W,Fernandez,78,F,10058,some college,94709,retired
Mark,F,Alberts,43,M,10190,below high school,84424,accounting
Juan,L,Kim,72,M,10190,some college,191643,retired
Abel,H,Suarez,75,M,10103,postgrad,231539,retired
Susie,O,Michaels,44,F,10101,college,56297,transportation
Juan,B,Alberts,97,M,10150,below high school,224437,retired
Susie,N,Kim,97,F,10005,high school,186551,retired
Hong,Y,Roberts,29,F,10197,below high school,134302,management
John,J,Alberts,57,M,10055,some college,248679,accounting
Natalia,S,Kim,88,F,10006,college,78029,retired
Juan,P,Suarez,41,M,10064,below high school,93501,restaurant and hospitality
Abel,R,Michaels,46,M,10156,college,188541,other services
Abel,K,Suarez,35,M,10065,below high school,178919,restaurant and hospitality
John,H,Fernandez,55,M,10165,some college,164831,restaurant and hospitality
Alice,Q,Stevens,90,F,10086,high school,183191,retired
Natalia,T,Kim,92,F,10169,high school,135548,retired
Hong,K,Michaels,30,F,10166,below high school,229091,accounting
Abel,S,Fernandez,40,M,10111,below high school,105466,accounting
Michael,R,Roberts,66,M,10111,postgrad,222045,retired
Mary,Y,Roberts,32,F,10071,postgrad,65455,transportation
Xiaohan,I,Stevens,30,M,10109,some college,209385,accounting
Mary,D,Mellis,85,F,10185,below high school,123452,retired
Maria,I,Suarez,96,F,10076,postgrad,125335,retired
Natalia,J,Suarez,89,F,10099,high school,142009,retired
Susie,W,Xing,71,F,10119,below high school,75167,retired
Abel,J,Kim,57,M,10079,college,78109,restaurant and hospitality
John,Z,Michaels,44,M,10170,postgrad,136441,cleaning
Maria,Z,Kim,22,F,10126,college,194746,engineering
Juan,X,Michaels,42,M,10057,high school,143949,other services
Maria,D,Xing,52,F,10149,high school,76404,restaurant and hospitality
Hong,L,Michaels,65,F,10141,college,102083,unemployed
Alice,P,Mellis,21,F,10183,some college,193175,other services
Abel,C,Stevens,89,M,10039,some college,172325,retired
Abel,Z,Roberts,69,M,10094,postgrad,100635,retired
Hong,L,Mellis,92,F,10009,some college,242281,retired
Maria,B,Kim,25,F,10085,below high school,112116,cleaning
Mark,P,Kim,73,M,10021,college,88461,retired
Xiaohan,I,Roberts,27,M,10146,high school,139343,unemployed
Mark,W,Roberts,95,M,10031,below high school,208785,retired
Xiaohan,E,Roberts,29,M,10093,college,60001,restaurant and hospitality
Susie,I,Kim,36,F,10179,postgrad,217531,management
Michael,X,Michaels,46,M,10042,high school,202253,management
Mary,J,Alberts,87,F,10117,some college,210718,retired
Mark,Y,Mellis,70,M,10056,postgrad,191261,retired
Susie,A,Fernandez,96,F,10185,postgrad,146752,retired
Mark,H,Stevens,85,M,10105,college,149237,retired
Abel,C,Xing,23,M,10185,college,77083,accounting
Mary,Y,Michaels,64,F,10064,high school,154900,unemployed
Juan,N,Kim,61,M,10140,high school,72063,fitness/sports
Alice,G,Fernandez,29,F,10197,postgrad,81805,cleaning
Juan,P,Alberts,37,M,10117,below high school,94890,cleaning
Hong,W,Stevens,27,F,10063,college,76048,transportation
Hong,A,Xing,86,F,10053,below high school,162436,retired
John,S,Kim,80,M,10033,below high school,210488,retired
Mary,P,Xing,57,F,10125,below high school,180795,other services
Mary,U,Stevens,54,F,10177,below high school,225188,accounting
Xiaohan,S,Kim,57,M,10080,college,128120,accounting
Natalia,Y,Stevens,44,F,10113,college,182553,engineering
Alice,C,Suarez,24,F,10156,below high school,184422,education
Mary,W,Kim,91,F,10028,college,100929,retired
Juan,A,Xing,41,M,10139,below high school,157440,food preparation
Mark,P,Fernandez,45,M,10075,postgrad,162634,restaurant and hospitality
Michael,Y,Mellis,44,M,10037,high school,87294,food preparation
Alice,M,Suarez,73,F,10084,some college,67163,retired
Michael,J,Stevens,87,M,10072,college,172879,retired
Hong,Y,Alberts,66,F,10085,high school,187773,retired
Mary,H,Fernandez,47,F,10072,high school,142044,unemployed
Natalia,J,Suarez,70,F,10192,high school,145928,retired
Natalia,S,Roberts,81,F,10042,below high school,178798,retired
Abel,J,Fernandez,31,M,10103,below high school,81548,restaurant and hospitality
Hong,A,Xing,91,F,10180,postgrad,101349,retired
Juan,H,Michaels,86,M,10183,postgrad,92479,retired
Hong,B,Stevens,41,F,10010,college,135248,food preparation
Michael,X,Stevens,66,M,10096,college,72542,retired
Xiaohan,N,Suarez,52,M,10155,some college,77689,cleaning
Hong,P,Roberts,39,F,10056,some college,180016,food preparation
Maria,W,Roberts,74,F,10044,below high school,148004,retired
Mark,H,Suarez,35,M,10143,some college,55510,transportation
Mary,O,Xing,49,F,10171,college,99081,other services
John,T,Fernandez,68,M,10035,college,173444,retired
Hong,X,Roberts,73,F,10120,college,192936,retired
John,X,Kim,61,M,10157,postgrad,154844,food preparation
John,G,Fernandez,63,M,10093,below high school,157758,other services
Maria,N,Xing,82,F,10054,college,120682,retired
Juan,W,Xing,36,M,10153,high school,113519,other
Susie,P,Mellis,53,F,10013,high school,123332,cleaning
John,N,Stevens,37,M,10002,college,179434,education
Juan,Z,Fernandez,47,M,10054,postgrad,81740,education
Michael,Z,Alberts,43,M,10176,some college,122441,education
Michael,E,Roberts,95,M,10020,postgrad,174419,retired
Hong,R,Xing,72,F,10035,below high school,152740,retired
Natalia,Y,Michaels,30,F,10112,college,91441,engineering
Mary,V,Roberts,22,F,10196,postgrad,151769,cleaning
Susie,F,Michaels,55,F,10083,below high school,186601,fitness/sports
Xiaohan,G,Fernandez,34,M,10139,below high school,77620,industrial
Alice,D,Kim,80,F,10128,college,62285,retired
John,C,Stevens,86,M,10102,some college,77009,retired
Alice,L,Roberts,53,F,10023,high school,93083,industrial
John,X,Fernandez,79,M,10169,postgrad,98465,retired
Alice,Z,Stevens,25,F,10062,postgrad,212112,other services
Natalia,L,Fernandez,26,F,10017,some college,144737,fitness/sports
John,N,Michaels,90,M,10143,postgrad,153854,retired
Susie,B,Xing,85,F,10143,high school,89885,retired
Juan,Q,Alberts,52,M,10029,high school,183749,transportation
Natalia,X,Suarez,49,F,10062,college,47940,cleaning
Michael,R,Suarez,50,M,10001,postgrad,173132,engineering
Natalia,K,Mellis,88,F,10019,some college,193224,retired
Xiaohan,J,Fernandez,64,M,10179,postgrad,74190,fitness/sports
Mark,P,Michaels,30,M,10099,high school,103342,food preparation
Mary,Z,Suarez,34,F,10161,college,69082,engineering
Michael,S,Xing,96,M,10021,below high school,185425,retired
Maria,Q,Stevens,86,F,10111,postgrad,80151,retired
Natalia,R,Roberts,45,F,10131,college,167622,industrial
Hong,Y,Roberts,47,F,10199,high school,87892,education
Hong,Z,Mellis,86,F,10120,below high school,64919,retired
Mary,B,Alberts,89,F,10027,below high school,176912,retired
Juan,W,Roberts,90,M,10014,college,199263,retired
Maria,Z,Suarez,78,F,10073,high school,148987,retired
Juan,N,Suarez,71,M,10036,some college,124353,retired
Maria,P,Michaels,56,F,10177,high school,159598,transportation
Mark,V,Stevens,66,M,10103,college,187511,retired
Mark,U,Fernandez,41,M,10096,college,109438,transportation
Michael,A,Suarez,94,M,10197,college,187117,retired
Abel,A,Stevens,22,M,10070,some college,78474,industrial
Hong,F,Stevens,92,F,10137,high school,129658,retired
Michael,X,Kim,93,M,10107,high school,148808,retired
John,V,Fernandez,75,M,10084,high school,85039,retired
Natalia,E,Stevens,87,F,10143,high school,196999,retired
Xiaohan,M,Michaels,62,M,10039,below high school,208082,other
Abel,Z,Mellis,72,M,10170,college,127867,retired
Mary,O,Kim,30,F,10132,high school,165387,management
Susie,G,Xing,29,F,10075,some college,73159,management
Hong,G,Mellis,75,F,10055,high school,189100,retired
John,K,Michaels,76,M,10155,high school,229646,retired
Susie,E,Alberts,92,F,10036,below high school,175699,retired
Abel,X,Stevens,96,M,10085,postgrad,133049,retired
Xiaohan,S,Roberts,53,M,10031,some college,69134,management
Hong,Z,Alberts,56,F,10200,college,117683,other
Juan,R,Roberts,97,M,10038,below high school,79860,retired
Hong,A,Michaels,96,F,10145,college,75492,retired
Susie,X,Michaels,73,F,10046,college,163454,retired
Juan,K,Michaels,80,M,10119,some college,151718,retired
Mary,A,Roberts,38,F,10032,college,234510,fitness/sports
Hong,V,Mellis,36,F,10056,high school,135993,accounting
Michael,C,Kim,90,M,10193,postgrad,221904,retired
Abel,K,Roberts,85,M,10165,postgrad,170481,retired
Natalia,R,Michaels,34,F,10101,below high school,58659,unemployed
Natalia,P,Kim,53,F,10069,some college,187070,industrial
Mary,D,Suarez,87,F,10192,below high school,240669,retired
Hong,X,Alberts,95,F,10117,postgrad,114963,retired
Hong,T,Fernandez,76,F,10184,postgrad,108459,retired
Susie,Q,Stevens,64,F,10127,some college,95681,other services
Hong,Q,Stevens,31,F,10099,college,59004,accounting
John,W,Michaels,90,M,10098,below high school,122374,retired
Mark,H,Kim,83,M,10058,below high school,208104,retired
Abel,A,Suarez,82,M,10126,college,202242,retired
Mark,B,Mellis,85,M,10057,postgrad,185146,retired
Alice,S,Suarez,66,F,10160,college,66940,retired
Abel,N,Xing,48,M,10156,some college,173361,restaurant and hospitality
Alice,C,Mellis,30,F,10137,some college,131592,other
Susie,G,Michaels,47,F,10001,high school,229354,food preparation
Juan,W,Xing,65,M,10173,postgrad,114943,restaurant and hospitality
Mary,X,Stevens,49,F,10023,below high school,126072,fitness/sports
Michael,D,Alberts,30,M,10048,some college,167354,cleaning
Natalia,R,Alberts,75,F,10039,high school,197520,retired
Maria,C,Roberts,59,F,10163,below high school,105453,other services
Susie,G,Fernandez,87,F,10178,below high school,179622,retired
Juan,B,Suarez,52,M,10099,postgrad,183316,cleaning
Hong,U,Mellis,78,F,10178,college,190004,retired
Abel,K,Roberts,27,M,10189,college,115806,engineering
Alice,V,Stevens,87,F,10061,some college,152211,retired
Alice,M,Suarez,85,F,10009,some college,87174,retired
John,B,Fernandez,96,M,10098,below high school,201259,retired
Xiaohan,S,Stevens,89,M,10093,below high school,72954,retired
Mark,V,Xing,50,M,10165,high school,188589,other services
Mark,Q,Kim,57,M,10147,high school,151806,cleaning
Susie,J,Kim,65,F,10058,below high school,153481,restaurant and hospitality
Juan,R,Mellis,23,M,10095,high school,139853,management
Susie,X,Fernandez,24,F,10101,college,106664,unemployed
Natalia,J,Xing,29,F,10057,postgrad,75642,education
Mary,B,Mellis,65,F,10059,some college,69934,education
Hong,U,Fernandez,78,F,10069,college,233276,retired
Maria,U,Fernandez,39,F,10071,some college,99254,accounting
Mark,Y,Mellis,95,M,10153,some college,199672,retired
Natalia,K,Stevens,96,F,10064,postgrad,60662,retired
John,O,Xing,39,M,10125,some college,196420,other
Maria,D,Michaels,27,F,10102,postgrad,183348,other
Natalia,A,Alberts,67,F,10115,college,59038,retired
Michael,D,Kim,26,M,10041,some college,237755,other
Michael,E,Mellis,53,M,10146,some college,201900,other services
Maria,Q,Suarez,80,F,10176,high school,185750,retired
Mark,H,Xing,42,M,10114,some college,156752,accounting
Michael,F,Fernandez,36,M,10161,high school,99235,industrial
Mark,Z,Xing,69,M,10116,postgrad,176524,retired
Abel,X,Roberts,37,M,10117,some college,173244,engineering
Susie,B,Suarez,80,F,10062,below high school,165852,retired
Xiaohan,K,Fernandez,45,M,10146,high school,154704,cleaning
Juan,K,Suarez,77,M,10002,high school,69752,retired
Mark,F,Suarez,82,M,10092,below high school,96519,retired
Abel,J,Mellis,55,M,10164,below high school,213739,industrial
Alice,Z,Fernandez,34,F,10106,postgrad,126530,transportation
Susie,O,Michaels,36,F,10170,high school,95300,food preparation
Juan,C,Alberts,26,M,10162,some college,173531,restaurant and hospitality
Maria,I,Fernandez,42,F,10136,below high school,145217,accounting
Mark,F,Suarez,52,M,10130,postgrad,78971,other services
Susie,L,Fernandez,87,F,10037,some college,61109,retired
Michael,A,Suarez,71,M,10054,college,166557,retired
Mary,F,Michaels,47,F,10151,college,186159,industrial
Xiaohan,O,Michaels,54,M,10061,college,104417,accounting
Mary,U,Fernandez,31,F,10155,college,92059,cleaning
Natalia,B,Mellis,48,F,10171,below high school,155217,accounting
Hong,S,Xing,42,F,10122,below high school,167421,cleaning
Michael,A,Roberts,73,M,10095,below high school,225361,retired
Xiaohan,V,Roberts,58,M,10166,college,248857,accounting
Mary,E,Fernandez,64,F,10154,high school,144561,management
Hong,W,Mellis,81,F,10119,college,183550,retired
Hong,V,Kim,29,F,10171,below high school,105533,fitness/sports
Mark,G,Kim,64,M,10156,below high school,128723,food preparation
Xiaohan,C,Kim,68,M,10177,below high school,94745,retired
Natalia,X,Suarez,75,F,10081,high school,166457,retired
Michael,V,Fernandez,44,M,10031,below high school,124011,other services
Mary,J,Suarez,95,F,10053,high school,142380,retired
John,M,Kim,50,M,10136,postgrad,163979,other services
Abel,Y,Roberts,86,M,10170,high school,239494,retired
Abel,S,Suarez,69,M,10020,high school,114538,retired
Michael,Y,Xing,25,M,10106,some college,131832,cleaning
Hong,N,Suarez,83,F,10108,high school,196468,retired
Mark,D,Xing,78,M,10168,below high school,204453,retired
Mary,V,Kim,63,F,10013,below high school,174419,fitness/sports
Mary,K,Fernandez,75,F,10051,college,203407,retired
Mark,F,Stevens,26,M,10007,some college,74411,other services
Michael,J,Stevens,95,M,10026,postgrad,206166,retired
John,A,Stevens,72,M,10115,some college,248921,retired
Natalia,W,Xing,80,F,10083,college,147224,retired
Alice,E,Mellis,65,F,10021,college,165419,restaurant and hospitality
Hong,J,Kim,28,F,10111,below high school,130447,other
Maria,O,Alberts,89,F,10126,below high school,235789,retired
John,B,Alberts,80,M,10036,college,92503,retired
Juan,U,Roberts,77,M,10124,college,193613,retired
Mary,Y,Stevens,61,F,10030,high school,79570,other
Natalia,P,Xing,70,F,10090,high school,226613,retired
Michael,D,Suarez,62,M,10075,some college,177160,fitness/sports
Mark,Z,Alberts,37,M,10174,some college,78669,unemployed
Michael,O,Michaels,83,M,10117,below high school,133125,retired
Maria,A,Fernandez,55,F,10133,college,220863,fitness/sports
Juan,A,Alberts,73,M,10096,college,148109,retired
Hong,C,Roberts,53,F,10014,college,65735,food preparation
Abel,N,Suarez,71,M,10154,some college,213852,retired
Maria,V,Suarez,80,F,10161,college,176612,retired
Xiaohan,P,Alberts,71,M,10029,below high school,162683,retired
Maria,Z,Michaels,47,F,10185,college,232129,accounting
Mary,F,Kim,96,F,10098,some college,89393,retired
Natalia,Q,Mellis,26,F,10107,below high school,180360,food preparation
Mary,C,Roberts,36,F,10159,college,80468,food preparation
